Review #,Brand,Variety,Style,Country,Stars,Top Ten
1353.0,Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,
1352.0,Mamee,SLLRRRP! Kari Berapi,Pack,Malaysia,3.75,
1351.0,Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4.0,
1350.0,Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5.0,2014 #7
1349.0,Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,
1348.0,Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,
1347.0,Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4.0,
1346.0,Oyatsu,Baby Star Ramen Round Consomme Mini,Pack,Japan,3.75,
1345.0,Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25,
1344.0,Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4.0,
1343.0,Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25,
1342.0,Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,
1341.0,Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5.0,
1340.0,Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,
1339.0,Kin-Dee,Instant Rice Noodle Pad Thai,Tray,Thailand,3.75,
1338.0,Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5,
1337.0,Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25,
1336.0,Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75,
1335.0,Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4.0,
1334.0,Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75,
1333.0,Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75,
1332.0,Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75,
1331.0,Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,
1330.0,Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5.0,2014 #4
1329.0,Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,Vietnam,1.25,
1328.0,A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,Taiwan,3.75,
1327.0,Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3.0,
1326.0,Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,
1325.0,Koka,Spicy Shrimp Tom Yam Flavour,Cup,Singapore,3.25,
1324.0,Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5,
1323.0,Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2.0,
1322.0,Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4.0,
1321.0,Takamori Kosan,Fresh Chow Mein Noodles With Seasoning,Pack,Japan,3.75,
1320.0,Mama,Instant Noodles Cup Seafood Flavour,Cup,Thailand,3.75,
1319.0,Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25,
1318.0,Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4.0,
1317.0,Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5,
1316.0,Ottogi,Japchae Vermicelli Noodle,Pack,South Korea,2.75,
1315.0,Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75,
1314.0,Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5.0,
1313.0,Healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25,
1312.0,Maruchan,I Want To Eat Ramen Miso Flavor,Pack,Japan,3.75,
1311.0,Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4.0,
1310.0,Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3.0,
1309.0,Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,Thailand,3.75,
1308.0,Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5.0,2014 #9
1307.0,Nissin,Cup Noodle Cheese Curry,Cup,Japan,3.75,
1306.0,Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5,
1305.0,A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,Taiwan,3.75,
1304.0,Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,Hong Kong,4.75,
1303.0,Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5,
1302.0,Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5.0,2014 #10
1301.0,Knorr,Quick Serve Macaroni Shrimp Broth,Pack,Hong Kong,3.25,
1300.0,Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5.0,
1299.0,Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1.0,
1298.0,Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4.0,
1297.0,GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,
1296.0,Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5,
1295.0,Wu-Mu,Steam Mushroom Flavor Ramen,Pack,Taiwan,3.25,
1294.0,Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3.0,
1293.0,Myojo,Prawn Noodles,Pack,Singapore,4.25,
1292.0,Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3.0,
1291.0,A-One,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,Vietnam,3.25,
1290.0,Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5,
1289.0,JML,Braised Beef Noodles,Pack,China,4.0,
1288.0,Sau Tao,QQ Scallop Seafood Vermicelli,Bowl,Hong Kong,3.75,
1287.0,Kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5.0,
1286.0,Batchelors,Super Noodles Roast Beef & Onion Flavour,Pack,UK,3.25,
1285.0,Lucky Me!,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,Philippines,3.25,
1284.0,Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25,
1283.0,Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4.0,
1282.0,Koka,Purple Wheat Noodles Aglio Olio,Pack,Singapore,2.75,
1281.0,Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,Japan,2.25,
1280.0,Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5.0,
1279.0,Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5,
1278.0,Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,South Korea,3.25,
1277.0,Vifon,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2.0,
1276.0,Adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25,
1275.0,Wu-Mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5,
1274.0,Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,Taiwan,3.75,
1273.0,Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25,
1272.0,Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5,
1271.0,Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5.0,2014 #8
1270.0,Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5.0,
1269.0,Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5,
1268.0,Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,Taiwan,3.25,
1267.0,ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75,
1266.0,ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4.0,
1265.0,ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75,
1264.0,ABC,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,Indonesia,4.25,
1263.0,Nissin,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Cup,Japan,4.25,
1262.0,ABC,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,Indonesia,3.75,
1261.0,Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,
1260.0,ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5.0,
1259.0,Eat & Go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75,
1258.0,President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5,
1257.0,ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4.0,
1256.0,Eat & Go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25,
1255.0,Thai Choice,Instant Noodles Shrimp Flavour,Cup,Thailand,3.25,
1254.0,Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,Hong Kong,2.75,
1253.0,Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75,
1252.0,Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25,
1251.0,Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5,
1250.0,Samyang Foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,South Korea,3.75,
1249.0,Nissin,Sabor A Pollo Sopa Con Fideos,Cup,Colombia,2.75,
1248.0,Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4.0,
1247.0,Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4.0,
1246.0,Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,USA,4.0,
1245.0,Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5,
1244.0,Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,China,3.75,
1243.0,Nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,Hong Kong,1.75,
1242.0,Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,USA,4.0,
1241.0,Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,Japan,3.75,
1240.0,Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4.0,
1239.0,SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4.0,
1238.0,Sapporo Ichiban,Sesame Ramen,Pack,Japan,5.0,
1237.0,Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5,
1236.0,Emart,Dare You Habanero Ramyun,Cup,South Korea,3.25,
1235.0,Nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,Hong Kong,3.75,
1234.0,Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75,
1233.0,Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,Colombia,3.25,
1232.0,GaGa,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,Indonesia,3.25,
1231.0,A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,Taiwan,3.75,
1230.0,Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4.0,
1229.0,Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5,
1228.0,Maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,Japan,3.75,
1227.0,Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5,
1226.0,Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,China,3.75,
1225.0,Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75,
1224.0,HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4.0,
1223.0,Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,
1222.0,Nissin,Soba Classic Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,
1221.0,ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5,
1220.0,Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3.0,
1219.0,Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5,
1218.0,Sau Tao,Ho Fan Beef Soup Flavored,Pack,China,3.75,
1217.0,Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5,
1216.0,Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1.0,
1215.0,GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,
1214.0,Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5.0,
1213.0,Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5,
1212.0,Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5,
1211.0,Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3.0,
1210.0,A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4.0,
1209.0,Batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25,
1208.0,Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5,
1207.0,Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5.0,
1206.0,China Best,Frozen Satay Sauce Noodle,Pack,Taiwan,1.0,
1205.0,Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5,
1204.0,Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5,
1203.0,GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,
1202.0,Sugakiya Foods,Udon Miso Stew,Pack,Japan,3.25,
1201.0,A-Sha Dry Noodle,Instant Noodle Curry Flavour,Pack,Taiwan,4.25,
1200.0,Men-Sunaoshi,Tonkotsu Ramen,Pack,Japan,3.75,
1199.0,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Thailand,3.75,
1198.0,Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5.0,2014 #5
1197.0,Nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5,
1196.0,Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5,
1195.0,Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5,
1194.0,Paldo,Namja Ramyun (US Version),Bowl,South Korea,4.0,
1193.0,Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.75,
1192.0,Wu-Mu,Ramen With Simmered Pork Flavor,Pack,Taiwan,3.75,
1191.0,GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4.0,
1190.0,Sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,Japan,3.75,
1189.0,Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5.0,
1188.0,Chencun,Braised Pork Ribs,Cup,China,3.0,
1187.0,Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5,
1186.0,Nissin,Sabor A Carne Sopa Instantánea Con Fideos,Pack,Colombia,3.75,
1185.0,Sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25,
1184.0,Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5,
1183.0,Paldo,Cheese Noodle,Pack,South Korea,5.0,2014 #6
1182.0,Ko-Lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75,
1181.0,Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4.0,
1180.0,Wei Lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,Taiwan,3.75,
1179.0,Myojo,Chukazanmai Guangdong Style Ramen,Pack,Japan,4.25,
1178.0,Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,USA,5.0,
1177.0,ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4.0,
1176.0,Maruchan,Old Style Shio Ramen,Pack,Japan,3.5,
1175.0,Healtimie,Green Barley Noodle Milk Chicken Soup,Pack,Indonesia,4.25,
1174.0,Itomen,Crab Flavor Instant Ramen,Pack,Japan,4.0,
1173.0,Pop Bihun,Spesial Goreng Special,Pack,Indonesia,3.5,
1172.0,Koyo,Seaweed Ramen Made With Organic Noodles,Pack,USA,2.75,
1171.0,Tiger Tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3.0,
1170.0,Acecook,Jan Jan Yakisoba,Cup,Japan,3.75,
1169.0,Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,Canada,1.75,
1168.0,Nissin,Donbei Curry Udon (West Japanese),Bowl,Japan,3.25,
1167.0,Kabuto Noodles,Miso Ramen,Cup,UK,3.75,
1166.0,Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5.0,
1165.0,Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,USA,3.75,
1164.0,Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2.0,
1163.0,Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,China,3.25,
1162.0,Nissin,Chanpon Ramen,Pack,Japan,4.75,
1161.0,GaGa,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75,
1160.0,Samyang Foods,Chacharoni,Pack,South Korea,3.75,
1159.0,Peyang,Yakisoba,Tray,Japan,5.0,
1158.0,Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4.0,
1157.0,Golden Wonder,The Nation's Noodle Beef & Tomato Flavour,Cup,UK,4.25,
1156.0,Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,Vietnam,3.75,
1155.0,Komforte Chockolates,Savory Ramen ,Bar,USA,5.0,
1154.0,Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5,
1153.0,Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4.0,
1152.0,Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4.0,
1151.0,Asian Thai Foods,Fatafat Vegetable Flavor,Pack,Nepal,3.75,
1150.0,Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5,
1149.0,Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5,
1148.0,Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5,
1147.0,Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5,
1146.0,Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5,
1145.0,Asian Thai Foods,Fatafat Chicken Flavor,Pack,Nepal,3.75,
1144.0,Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5,
1143.0,Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,Nepal,4.25,
1142.0,Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4.0,
1141.0,Asian Thai Foods,Joker Ready To Eat Noodles,Pack,Nepal,3.25,
1140.0,Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5.0,
1139.0,Asian Thai Foods,Gaurav Chicken Seasoning,Pack,Nepal,3.75,
1138.0,Tablemark,Downtown Ramen Shop Shoyu,Pack,Japan,4.75,
1137.0,Koka,Oriental Style Instant Noodles Crab Flavour,Pack,Singapore,3.75,
1136.0,Nissin,Yakisoba,Pack,Japan,5.0,
1135.0,Indomie,Instant Noodle Beef & Lime Flavour,Pack,Indonesia,4.25,
1134.0,Hi-Myon,Katsuo Udon,Pack,South Korea,4.0,
1133.0,Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,Hong Kong,3.75,
1132.0,Tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,UK,1.5,
1131.0,Wei Lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,Taiwan,3.75,
1130.0,Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,
1129.0,Oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,3.5,
1128.0,Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,Philippines,3.25,
1127.0,Campbell's,Hearty Noodles Chicken Flavour,Cup,Canada,2.75,
1126.0,GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4.0,
1125.0,Myojo,Japanese Style Noodles Shio Flavor,Pack,USA,5.0,
1124.0,Samyang Foods,Ganjjampong,Bowl,South Korea,4.25,
1123.0,Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,Japan,4.25,
1122.0,Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,Japan,4.25,
1121.0,Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,China,3.75,
1120.0,ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75,
1119.0,Ko-Lee,Taste Sensation Instant Noodles Curry Flavour,Pack,UK,3.75,
1118.0,Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,Canada,2.75,
1117.0,Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,USA,4.25,
1116.0,Tokyo Noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,Japan,5.0,
1115.0,Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,USA,3.75,
1114.0,Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4.0,
1113.0,Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5,
1112.0,Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,Thailand,3.75,
1111.0,Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25,
1110.0,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,
1109.0,La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,
1108.0,Chencun,Spicy Beef,Cup,China,3.5,
1107.0,Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5,
1106.0,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,
1105.0,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5.0,
1104.0,Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,
1103.0,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5.0,
1102.0,Batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3.0,
1101.0,Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,
1100.0,Baltix,Instant Noodles With Chicken Flavour Broth,Pack,Estonia,3.75,
1099.0,Baltix,Instant Noodles With Beef Flavour Broth,Pack,Estonia,3.25,
1098.0,Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,
1097.0,Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,
1096.0,Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,
1095.0,Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,
1094.0,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,
1093.0,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,
1092.0,Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5.0,
1091.0,Amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4.0,
1090.0,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,
1089.0,Amianda,Hakka Flat Noodles - Fried Bean Sauce,Pack,Taiwan,4.25,
1088.0,Amianda,Tachia Dried Noodles - Peppery,Pack,Taiwan,3.75,
1087.0,MyKuali,Penang White Curry Noodle,Pack,Malaysia,5.0,2014 #1
1086.0,Sawadee,Indian Curry Flavour,Pack,UK,3.0,
1085.0,Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,
1084.0,Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5,
1083.0,Nissin,GooTa Demi Hamburg-Men,Cup,Japan,4.75,
1082.0,Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,
1081.0,Deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25,
1080.0,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,
1079.0,Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5.0,
1078.0,Deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1077.0,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5.0,
1076.0,Deshome,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1075.0,Deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5.0,
1074.0,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,
1073.0,Deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,
1072.0,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4.0,
1071.0,Nissin,Raoh Soy Sauce Taste,Pack,Japan,4.0,
1070.0,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4.0,
1069.0,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5.0,
1068.0,Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,
1067.0,Nissin,Cup Noodle Red Shock,Cup,Japan,3.75,
1066.0,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,
1065.0,Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,USA,4.25,
1064.0,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,USA,4.0,
1063.0,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,USA,3.75,
1062.0,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,USA,3.75,
1061.0,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,USA,4.0,
1060.0,Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,USA,3.75,
1059.0,Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,
1058.0,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4.0,
1057.0,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,
1056.0,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5.0,
